delay_ns,g2_counts_mean,g2_counts_std,g2_counts_sem,n_counts,g2_file_mean,g2_file_std,g2_file_sem,n_file,g2_counts_norm,g2_counts_norm_std,g2_counts_norm_sem,g2_file_norm,g2_file_norm_std,g2_file_norm_sem
5.0,1.0818295466716702e-08,1.211480207536751e-08,8.566458700225225e-10,200,1.0818295466716703,1.211480207536751,0.08566458700225225,200,0.003921344680089851,0.0043912938794046265,0.00031051136803099925,0.5878936827273074,0.6583491483951665,0.04655231472186109
10.0,3.1477075749633044e-08,1.949177777416268e-08,1.378276824149166e-09,200,1.5738537874816523,0.974588888708134,0.0689138412074583,200,0.011409603658483727,0.007065251574553616,0.0004995887299155794,0.8552721656045883,0.529616382442573,0.03744953354526314
15.0,5.0782443065777055e-08,3.679087438702627e-08,2.6015076764848737e-09,200,1.6927481021925685,1.226362479567542,0.08671692254949578,200,0.018407286394664095,0.013335714484530024,0.0009429774143978843,0.9198823592767653,0.6664365534197833,0.047124180615371956
20.0,7.72966717221978e-08,4.8339473173980735e-08,3.418116928030698e-09,200,1.932416793054945,1.2084868293495183,0.08545292320076744,200,0.028017989837587916,0.017521774715094245,0.0012389765719466128,1.050124419811166,0.6567224705772959,0.046437291230278885
30.0,1.09795612506529e-07,3.5391841700295066e-08,2.5025811264959472e-09,200,1.8299268751088165,0.589864028338251,0.041709685441599115,200,0.03979799242166131,0.012828602305881957,0.0009071191683634512,0.9944287924462615,0.32054711113689366,0.02266610359746554
50.0,2.023821060752802e-07,1.5555418277846882e-07,1.0999341748458697e-08,200,2.0238210607528013,1.5555418277846877,0.10999341748458694,200,0.07335813644998702,0.0563842584056543,0.003986969147081274,1.0997958229626221,0.845320981097451,0.05977321980132729
100.0,3.832277091942612e-07,9.10370539093875e-08,6.43729181585732e-09,200,1.9161385459713056,0.4551852695469375,0.0321864590792866,200,0.1389098627723115,0.03299851331819592,0.002333347253637094,1.0412784064481662,0.2473592492093272,0.01749094025051284
150.0,5.63418875311247e-07,7.702984396680732e-08,5.446832502267112e-09,200,1.8780629177041561,0.2567661465560244,0.018156108340890376,200,0.20422437306886523,0.02792127186548964,0.001974332067544089,1.0205871419204058,0.13953325268563185,0.009866490917502633
200.0,1.0099183160062346e-06,7.924228042740731e-07,5.603275384690574e-08,200,2.524795790015587,1.9810570106851833,0.14008188461726437,200,0.3660685574710284,0.2872322130119346,0.020310384559595784,1.3720382288441468,1.0765567508186469,0.07612405788360214
300.0,1.2205780968301655e-06,4.945820900578399e-07,3.4972234973331435e-08,200,2.0342968280502753,0.8243034834297331,0.05828705828888572,200,0.4424271310914551,0.17927286730916364,0.012676506015706576,1.1054886212734594,0.4479474719925802,0.03167466950613245
400.0,1.5064923235109094e-06,2.11924777873096e-07,1.49853447535519e-08,200,1.8831154043886367,0.26490597234137003,0.018731680941939874,200,0.54606344193228,0.07681710144159168,0.00543178933404444,1.023332791651464,0.14395664098411937,0.010179271703670808
500.0,1.881481401219552e-06,3.4757816477640554e-07,2.4577487730577155e-08,200,1.8814814012195518,0.3475781647764055,0.024577487730577153,200,0.6819870196796775,0.12598785007810542,0.008908686313734246,1.0224448327825122,0.18888281241223645,0.013356031750627897
600.0,2.219487530255723e-06,1.6498367306341333e-07,1.166610740082039e-08,200,1.849572941879769,0.1374863942195111,0.009721756167350324,200,0.8045052611172092,0.059802198105913584,0.00422865398105528,1.0051049646589874,0.07471360240740166,0.005283049490914928
750.0,2.753767939046059e-06,1.6109367307418177e-07,1.1391042863700267e-08,200,1.8358452926973725,0.1073957820494545,0.0075940285758001776,200,0.9981677142395095,0.058392176461537826,0.004128950394419489,0.997645011048128,0.05836159865727433,0.004126788217144639
900.0,3.3032132035327775e-06,1.931798565673515e-07,1.3659878656741886e-08,200,1.8351184464070984,0.10732214253741748,0.007588821475967712,200,1.1973270246432817,0.07002256549393443,0.004951343089684019,0.9972500242928849,0.05832158107404334,0.004123958546697705
